id,symbol,name
955,PH,祥碩(股票期貨)
956,PHF,祥碩期貨
957,PI,力旺(股票期貨)
958,PIF,力旺期貨
959,PJ,台光電(股票期貨)
960,PJF,台光電期貨
961,PK,信昌電(股票期貨)
962,PKF,信昌電期貨
963,PL,合晶(股票期貨)
964,PL1,合晶期貨
965,PLF,合晶期貨
966,PM,大江(股票期貨)
967,PM1,大江期貨
968,PMF,大江期貨
969,PN,祥碩(股票期貨)
970,PNF,小型祥碩期貨
971,PO,神盾(股票期貨)
972,POF,神盾期貨
973,PP,宣德(股票期貨)
974,PPF,宣德期貨
975,PQ,金居(股票期貨)
976,PQF,金居期貨
977,PR,宏捷科(股票期貨)
978,PRF,宏捷科期貨
979,PS,神達(股票期貨)
980,PS1,神達期貨
981,PSF,神達期貨
982,PT,雙鴻(股票期貨)
983,PTF,雙鴻期貨
984,PU,聯發科(股票期貨)
985,PUF,小型聯發科期貨
986,PV,緯穎(股票期貨)
987,PVF,緯穎期貨
988,PW,緯穎(股票期貨)
989,PWF,小型緯穎期貨
990,PX,鈊象(股票期貨)
991,PXF,鈊象期貨
992,PY,鈊象(股票期貨)
993,PYF,小型鈊象期貨
994,PZ,信驊(股票期貨)
995,PZF,信驊期貨
996,QA,信驊(股票期貨)
997,QAF,小型信驊期貨
998,QB,富采(股票期貨/選擇權)
999,QB1,富采期貨
1000,QB2,富采期貨
1001,QBF,富采期貨
1002,QBO,富采選擇權
1003,QC,裕民(股票期貨)
1004,QCF,裕民期貨
1005,QD,台勝科(股票期貨)
1006,QDF,台勝科期貨
1007,QE,國巨(股票期貨)
1008,QEF,小型國巨期貨
1009,QF,台積電(股票期貨)
1010,QFF,小型台積電期貨
1011,QG,瑞昱(股票期貨)
1012,QGF,小型瑞昱期貨
1013,QH,聯詠(股票期貨)
1014,QHF,小型聯詠期貨
1015,QI,穩懋(股票期貨)
1016,QIF,小型穩懋期貨
1017,QJ,玉晶光(股票期貨)
1018,QJF,小型玉晶光期貨
1019,QK,永豐餘(股票期貨)
1020,QKF,永豐餘期貨
1021,QL,精材(股票期貨)
1022,QLF,精材期貨
1023,QM,上銀(股票期貨)
1024,QMF,小型上銀期貨
1025,QN,群聯(股票期貨)
1026,QNF,小型群聯期貨
1027,QO,長興(股票期貨)
1028,QOF,長興期貨
1029,QP,正隆(股票期貨)
1030,QPF,正隆期貨
1031,QQ,僑威(股票期貨)
1032,QQF,僑威期貨
1033,QR,華碩(股票期貨)
1034,QRF,小型華碩期貨
1035,QS,南電(股票期貨)
1036,QSF,小型南電期貨
1037,RHF,美元兌人民幣期貨
1038,RHO,美元兌人民幣選擇權
1039,RTF,小型美元兌人民幣期貨
1040,RTO,小型美元兌人民幣選擇權
1041,SPF,美國標普500期貨
1042,STC,股票選擇權
1043,STF,股票期貨
1044,STO,股票選擇權
1045,T5F,臺灣50期貨
1046,TE,電子期貨
1047,TEO,電子選擇權
1048,TF,金融期貨
1049,TFO,金融選擇權
1050,TGF,臺幣黃金期貨
1051,TGO,黃金選擇權
1052,TJF,東證期貨
1053,TX,臺股期貨
1054,TX1,臺指選擇權W1
1055,TX2,臺指選擇權W2
1056,TX4,臺指選擇權W4
1057,TX5,臺指選擇權W5
1058,TXF,臺股期貨
1059,TXO,臺指選擇權
1060,UDF,美國道瓊期貨
1061,UNF,美國那斯達克100期貨
1062,XAF,澳幣兌美元期貨
1063,XBF,英鎊兌美元期貨
1064,XEF,歐元兌美元期貨
1065,XIF,非金電期貨
1066,XIO,非金電選擇權
1067,XJF,美元兌日圓期貨
1068,ZEF,小型電子期貨
